,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
1133,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,27015,KJØSEN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.140517,22.24615,12.0
1136,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,20396,BERGSNES V,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.229717,23.336117,12.0
1139,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15462,SARNES,5435,NORDKAPP,SJØ,SALTVANN,"4 000,00",TN,70.98,25.747833,12.0
1142,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15461,STORVIKA,5435,NORDKAPP,SJØ,SALTVANN,"1 800,00",TN,70.871233,25.446317,12.0
1145,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15460,LAHOLMEN,5435,NORDKAPP,SJØ,SALTVANN,"7 095,00",TN,70.89355,25.55705,12.0
1148,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13316,STORVIK,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14955,22.41675,12.0
1151,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13119,HESTEN,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.238067,23.40735,12.0
1154,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15517,TINNLANDET,5406,HAMMERFEST,SJØ,SALTVANN,"5 280,00",TN,70.52875,23.229167,12.0
1157,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10275,AUSKARNES Ø,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14145,22.3542,12.0
1160,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10616,VINNALANDET,5406,HAMMERFEST,SJØ,SALTVANN,"6 180,00",TN,70.57315,23.397883,12.0
1163,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10652,VEDBOTN,5435,NORDKAPP,SJØ,SALTVANN,"3 600,00",TN,70.7514,25.636983,12.0
1166,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10795,OLANESET,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.2122,22.2785,12.0
1169,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10814,MÅRSANJARGA,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.239617,23.286883,12.0
1172,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10825,STEINVIKNES,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.151467,22.308067,12.0
1175,F H 0023,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,16.08.1984,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10828,KLEPPENES N,5406,HAMMERFEST,SJØ,SALTVANN,"5 400,00",TN,70.53805,23.558533,12.0
1178,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10275,AUSKARNES Ø,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14145,22.3542,12.0
1181,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10616,VINNALANDET,5406,HAMMERFEST,SJØ,SALTVANN,"6 180,00",TN,70.57315,23.397883,12.0
1184,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10652,VEDBOTN,5435,NORDKAPP,SJØ,SALTVANN,"3 600,00",TN,70.7514,25.636983,12.0
1187,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10795,OLANESET,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.2122,22.2785,12.0
1190,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10814,MÅRSANJARGA,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.239617,23.286883,12.0
1193,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10825,STEINVIKNES,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.151467,22.308067,12.0
1196,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10828,KLEPPENES N,5406,HAMMERFEST,SJØ,SALTVANN,"5 400,00",TN,70.53805,23.558533,12.0
1199,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13119,HESTEN,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.238067,23.40735,12.0
1202,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13316,STORVIK,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14955,22.41675,12.0
1205,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15460,LAHOLMEN,5435,NORDKAPP,SJØ,SALTVANN,"7 095,00",TN,70.89355,25.55705,12.0
1208,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15461,STORVIKA,5435,NORDKAPP,SJØ,SALTVANN,"1 800,00",TN,70.871233,25.446317,12.0
1211,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15462,SARNES,5435,NORDKAPP,SJØ,SALTVANN,"4 000,00",TN,70.98,25.747833,12.0
1214,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15517,TINNLANDET,5406,HAMMERFEST,SJØ,SALTVANN,"5 280,00",TN,70.52875,23.229167,12.0
1217,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,20396,BERGSNES V,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.229717,23.336117,12.0
1220,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,27015,KJØSEN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.140517,22.24615,12.0
1223,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,31137,DANIELSNES,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.191683,22.321017,12.0
1226,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,37557,DAVATLUFT,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.245383,22.87385,12.0
1229,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,38857,VANNFJORDEN,5435,NORDKAPP,SJØ,SALTVANN,"5 670,00",TN,71.017783,25.38915,12.0
1232,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,38877,JERNØYA,5435,NORDKAPP,SJØ,SALTVANN,"5 670,00",TN,70.80725,25.81915,12.0
1235,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,40017,STANGNES,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.511917,23.751883,12.0
1238,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,45005,Grøtnes N,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.580533,23.6761,12.0
1241,F H 0032,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,45025,Vegglandet,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.542083,23.241883,12.0
1244,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10275,AUSKARNES Ø,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14145,22.3542,12.0
1247,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,27015,KJØSEN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.140517,22.24615,12.0
1250,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10652,VEDBOTN,5435,NORDKAPP,SJØ,SALTVANN,"3 600,00",TN,70.7514,25.636983,12.0
1253,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10795,OLANESET,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.2122,22.2785,12.0
1256,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10814,MÅRSANJARGA,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.239617,23.286883,12.0
1259,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10825,STEINVIKNES,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.151467,22.308067,12.0
1262,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10828,KLEPPENES N,5406,HAMMERFEST,SJØ,SALTVANN,"5 400,00",TN,70.53805,23.558533,12.0
1265,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,40017,STANGNES,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.511917,23.751883,12.0
1268,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,45005,Grøtnes N,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.580533,23.6761,12.0
1271,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,45025,Vegglandet,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.542083,23.241883,12.0
1274,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10616,VINNALANDET,5406,HAMMERFEST,SJØ,SALTVANN,"6 180,00",TN,70.57315,23.397883,12.0
1277,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,20396,BERGSNES V,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.229717,23.336117,12.0
1280,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15517,TINNLANDET,5406,HAMMERFEST,SJØ,SALTVANN,"5 280,00",TN,70.52875,23.229167,12.0
1283,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15462,SARNES,5435,NORDKAPP,SJØ,SALTVANN,"4 000,00",TN,70.98,25.747833,12.0
1286,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15461,STORVIKA,5435,NORDKAPP,SJØ,SALTVANN,"1 800,00",TN,70.871233,25.446317,12.0
1289,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15460,LAHOLMEN,5435,NORDKAPP,SJØ,SALTVANN,"7 095,00",TN,70.89355,25.55705,12.0
1292,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13316,STORVIK,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14955,22.41675,12.0
1295,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,38877,JERNØYA,5435,NORDKAPP,SJØ,SALTVANN,"5 670,00",TN,70.80725,25.81915,12.0
1298,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,38857,VANNFJORDEN,5435,NORDKAPP,SJØ,SALTVANN,"5 670,00",TN,71.017783,25.38915,12.0
1301,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,37557,DAVATLUFT,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.245383,22.87385,12.0
1304,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,31137,DANIELSNES,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.191683,22.321017,12.0
1307,F H 0033,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,23.01.2004,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13119,HESTEN,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.238067,23.40735,12.0
1310,F H 0035,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,06.05.2015,23.12.2025,5406,HAMMERFEST,FORSKNING,MATFISK,Laks,"780,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,
1313,F H 0035,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,06.05.2015,23.12.2025,5406,HAMMERFEST,FORSKNING,MATFISK,Laks,"780,00",TN,10789,STORE LERRESFJORD,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.2875,23.465883,
1316,F H 0035,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,06.05.2015,23.12.2025,5406,HAMMERFEST,FORSKNING,MATFISK,Laks,"780,00",TN,10635,TOKNEBUKTNESET,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.572533,24.075567,
1319,F H 0036,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.09.2019,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,"897,00",TN,36417,BORVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.756667,23.4353,12.0
1323,F HV0003,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,10.08.1984,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10838,SLETTNESFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"7 560,00",TN,70.625517,23.107933,12.0
1326,F HV0003,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,10.08.1984,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"984,00",TN,45017,Bakfjorden,5434,MÅSØY,SJØ,SALTVANN,"8 505,00",TN,70.874833,24.616967,12.0
1329,F HV0003,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,10.08.1984,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"984,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,12.0
1332,F HV0003,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,10.08.1984,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"984,00",TN,18117,VASSVIKA,5432,LOPPA,SJØ,SALTVANN,"3 599,00",TN,70.273783,21.685083,12.0
1335,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,45025,Vegglandet,5406,HAMMERFEST,SJØ,SALTVANN,"5 784,00",TN,70.542083,23.241883,12.0
1338,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10275,AUSKARNES Ø,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14145,22.3542,12.0
1341,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10616,VINNALANDET,5406,HAMMERFEST,SJØ,SALTVANN,"6 180,00",TN,70.57315,23.397883,12.0
1344,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10652,VEDBOTN,5435,NORDKAPP,SJØ,SALTVANN,"3 600,00",TN,70.7514,25.636983,12.0
1347,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10795,OLANESET,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.2122,22.2785,12.0
1350,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10814,MÅRSANJARGA,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.239617,23.286883,12.0
1353,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10825,STEINVIKNES,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.151467,22.308067,12.0
1356,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,10828,KLEPPENES N,5406,HAMMERFEST,SJØ,SALTVANN,"5 400,00",TN,70.53805,23.558533,12.0
1359,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13119,HESTEN,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.238067,23.40735,12.0
1362,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,13316,STORVIK,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.14955,22.41675,12.0
1365,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15460,LAHOLMEN,5435,NORDKAPP,SJØ,SALTVANN,"7 095,00",TN,70.89355,25.55705,12.0
1368,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15461,STORVIKA,5435,NORDKAPP,SJØ,SALTVANN,"1 800,00",TN,70.871233,25.446317,12.0
1371,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15462,SARNES,5435,NORDKAPP,SJØ,SALTVANN,"4 000,00",TN,70.98,25.747833,12.0
1374,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,15517,TINNLANDET,5406,HAMMERFEST,SJØ,SALTVANN,"5 280,00",TN,70.52875,23.229167,12.0
1377,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,20396,BERGSNES V,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.229717,23.336117,12.0
1380,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,27015,KJØSEN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.140517,22.24615,12.0
1383,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,31137,DANIELSNES,5432,LOPPA,SJØ,SALTVANN,"3 600,00",TN,70.191683,22.321017,12.0
1386,F HV0006,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,20.01.1987,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,"974,00",TN,37557,DAVATLUFT,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.245383,22.87385,12.0
