,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
14266,NTNR0052,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,30997,SKRUBBHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.801733,11.162183,7.0
14269,NTNR0052,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12590,HELLIGHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.838383,10.665517,7.0
14272,NTNR0052,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12652,KRÅKØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.003783,11.042367,7.0
14275,NTNR0052,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12714,GJERDINGA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.9464,11.4623,7.0
14278,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,21676,KRÅKHOLMEN,5049,FLATANGER,SJØ,SALTVANN,"6 740,00",TN,64.60255,10.854067,7.0
14281,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29537,ELDVIKTAREN,5049,FLATANGER,SJØ,SALTVANN,"6 740,00",TN,64.454633,10.630717,7.0
14284,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,35797,ÅRSETFJORDEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,65.008183,11.746417,7.0
14287,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10262,LILLE KVITHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,65.01145,11.6139,7.0
14290,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12660,KIPHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 900,00",TN,64.794033,11.690367,7.0
14293,NTNR0056,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,35197,HJORTØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.9848,11.135467,7.0
14296,NTNR0056,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37577,STEVIKA,5060,NÆRØYSUND,SJØ,SALTVANN,"2 340,00",TN,64.967717,12.1263,7.0
14299,NTNR0056,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10256,BONDØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.8168,10.7427,7.0
14302,NTNR0056,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,45032,Ytterflesa,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.972983,11.443517,7.0
14305,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12714,GJERDINGA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.9464,11.4623,7.0
14308,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12652,KRÅKØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.003783,11.042367,7.0
14311,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,18755,KLUNGSET,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.749967,11.394183,7.0
14314,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,22775,KVALØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.001917,11.058617,7.0
14317,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,26315,NORDGJÆSLINGAN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 900,00",TN,64.765967,10.913767,7.0
14320,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,36617,HARBAKHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 600,00",TN,64.953317,11.195717,7.0
14323,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,34257,LEKAFJORDEN II,5052,LEKA,SJØ,SALTVANN,"4 680,00",TN,65.078783,11.724033,7.0
14326,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,30997,SKRUBBHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.801733,11.162183,7.0
14329,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29016,BÅFJORDSTRANDA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.964483,11.59435,7.0
14332,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12590,HELLIGHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.838383,10.665517,7.0
14335,NTNR0057,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,01.09.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10425,HEGGVIKA,1811,BINDAL,SJØ,SALTVANN,"5 080,00",TN,65.126583,12.071983,7.0
14338,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,18755,KLUNGSET,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.749967,11.394183,
14341,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,40117,OTERVIKA,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.161733,11.968417,
14344,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,36317,VARHOLMEN,1813,BRØNNØY,SJØ,SALTVANN,"5 460,00",TN,65.546517,12.127967,
14347,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,36017,SØRVÆRET,1818,HERØY I NORDLAND,SJØ,SALTVANN,"5 460,00",TN,65.88035,11.93045,
14350,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,30997,SKRUBBHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.801733,11.162183,
14353,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,34257,LEKAFJORDEN II,5052,LEKA,SJØ,SALTVANN,"4 680,00",TN,65.078783,11.724033,
14356,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,14076,LISMÅSØY,1813,BRØNNØY,SJØ,SALTVANN,"3 120,00",TN,65.4933,12.169217,
14359,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,10425,HEGGVIKA,1811,BINDAL,SJØ,SALTVANN,"5 080,00",TN,65.126583,12.071983,
14362,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,12652,KRÅKØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.003783,11.042367,
14365,NTNR0062,983506925.0,BENCHMARK GENETICS NORWAY AS,BRADBENKEN 1,5003,BERGEN,16.03.2015,16.03.2025,5060,NÆRØYSUND,FORSKNING,MATFISK,Laks,"780,00",TN,12714,GJERDINGA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.9464,11.4623,
14383,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29537,ELDVIKTAREN,5049,FLATANGER,SJØ,SALTVANN,"6 740,00",TN,64.454633,10.630717,7.0
14386,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,35797,ÅRSETFJORDEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,65.008183,11.746417,7.0
14389,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,36457,KVINGRA,5052,LEKA,SJØ,SALTVANN,"3 120,00",TN,65.203167,11.569,7.0
14392,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37157,BRATTVIKA II,5049,FLATANGER,SJØ,SALTVANN,"1 560,00",TN,64.38605,10.815717,7.0
14395,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37177,DJUPTAREN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.769267,10.629017,7.0
14398,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,39597,GÅSFLESTAREN,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.252033,11.5664,7.0
14401,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10256,BONDØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.8168,10.7427,7.0
14404,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,45032,Ytterflesa,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.972983,11.443517,7.0
14407,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12662,TERNSKJÆRET II,5007,NAMSOS,SJØ,SALTVANN,"4 680,00",TN,64.777133,11.639767,7.0
14410,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,21495,RISVÆRGALTEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.965367,11.532783,7.0
14413,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29356,SMINESET N,5007,NAMSOS,SJØ,SALTVANN,"4 680,00",TN,64.755967,11.54245,7.0
14416,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37577,STEVIKA,5060,NÆRØYSUND,SJØ,SALTVANN,"2 340,00",TN,64.967717,12.1263,7.0
14419,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,38677,KOLLSVIKA,1811,BINDAL,SJØ,SALTVANN,"1 560,00",TN,65.208867,12.7518,7.0
14422,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,40377,KLAMPVIKA N,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.211033,12.250167,7.0
14425,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10262,LILLE KVITHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,65.01145,11.6139,7.0
14428,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,45032,Ytterflesa,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.972983,11.443517,7.0
14431,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,21495,RISVÆRGALTEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.965367,11.532783,7.0
14434,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10256,BONDØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.8168,10.7427,7.0
14437,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10262,LILLE KVITHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,65.01145,11.6139,7.0
14440,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12662,TERNSKJÆRET II,5007,NAMSOS,SJØ,SALTVANN,"4 680,00",TN,64.777133,11.639767,7.0
14443,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29356,SMINESET N,5007,NAMSOS,SJØ,SALTVANN,"4 680,00",TN,64.755967,11.54245,7.0
14446,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37577,STEVIKA,5060,NÆRØYSUND,SJØ,SALTVANN,"2 340,00",TN,64.967717,12.1263,7.0
14449,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,38677,KOLLSVIKA,1811,BINDAL,SJØ,SALTVANN,"1 560,00",TN,65.208867,12.7518,7.0
14452,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,40377,KLAMPVIKA N,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.211033,12.250167,7.0
14455,NTV 0004,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,08.03.1979,,5052,LEKA,KOMMERSIELL,MATFISK,Laks,"833,00",TN,36017,SØRVÆRET,1818,HERØY I NORDLAND,SJØ,SALTVANN,"5 460,00",TN,65.88035,11.93045,8.0
14458,NTV 0007,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,02.03.1978,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12714,GJERDINGA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.9464,11.4623,7.0
14461,NTV 0007,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,02.03.1978,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,22775,KVALØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.001917,11.058617,7.0
14464,NTV 0007,976543718.0,SINKABERGHANSEN AS,MARØYVEGEN 110,7900,RØRVIK,02.03.1978,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,30997,SKRUBBHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.801733,11.162183,7.0
14467,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,45046,Stasøya,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.80155,11.633783,7.0
14470,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,10862,BÅSEN,1811,BINDAL,SJØ,SALTVANN,"2 860,00",TN,65.117667,12.321467,7.0
14473,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12590,HELLIGHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.838383,10.665517,7.0
14476,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12652,KRÅKØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.003783,11.042367,7.0
14479,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,12714,GJERDINGA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.9464,11.4623,7.0
14482,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,18755,KLUNGSET,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.749967,11.394183,7.0
14485,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,22775,KVALØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.001917,11.058617,7.0
14488,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,26315,NORDGJÆSLINGAN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 900,00",TN,64.765967,10.913767,7.0
14491,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,26335,GEITHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.79955,11.025933,7.0
14494,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,29016,BÅFJORDSTRANDA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.964483,11.59435,7.0
14497,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,30997,SKRUBBHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.801733,11.162183,7.0
14500,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,34257,LEKAFJORDEN II,5052,LEKA,SJØ,SALTVANN,"4 680,00",TN,65.078783,11.724033,7.0
14503,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,34917,TOSEN,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.249433,12.815283,7.0
14506,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,36617,HARBAKHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 600,00",TN,64.953317,11.195717,7.0
14509,NTV 0008,828829092.0,EMILSEN FISK AS,HOLMVEIEN 94,7900,RØRVIK,07.06.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"804,00",TN,37077,OKSBÅSEN,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.19105,12.6723,7.0
14512,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,29016,BÅFJORDSTRANDA,5060,NÆRØYSUND,SJØ,SALTVANN,"4 680,00",TN,64.964483,11.59435,7.0
14515,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,34917,TOSEN,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.249433,12.815283,7.0
14518,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,36617,HARBAKHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"3 600,00",TN,64.953317,11.195717,7.0
14521,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,37077,OKSBÅSEN,1811,BINDAL,SJØ,SALTVANN,"3 120,00",TN,65.19105,12.6723,7.0
14524,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,45046,Stasøya,5060,NÆRØYSUND,SJØ,SALTVANN,"3 120,00",TN,64.80155,11.633783,7.0
14527,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,10417,STORBUKTA,5060,NÆRØYSUND,SJØ,SALTVANN,"1 560,00",TN,64.9591,11.6157,7.0
14530,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,10862,BÅSEN,1811,BINDAL,SJØ,SALTVANN,"2 860,00",TN,65.117667,12.321467,7.0
14533,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,12590,HELLIGHOLMEN,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,64.838383,10.665517,7.0
14536,NTV 0009,836014952.0,AS AQUA,"C/O SINKABERG-HANSEN, MARØYA",7900,RØRVIK,18.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,"807,00",TN,12652,KRÅKØYA,5060,NÆRØYSUND,SJØ,SALTVANN,"5 460,00",TN,65.003783,11.042367,7.0
