navn,loknr,X,Y,objectid,prodorgnavn,loktilstand,mu_dato,mu_type,rapportid,status_lokalitet,plassering,vannmiljo,fylke,kommune,lat_lokalitet,lon_lokalitet,url,globalid
DJUPVIK,33117,15.34815,68.60365,8547542,Akvaplan Niva AS,2,"[2019, 50]",b,AR356710912,KLARERT,SJØ,SALTVANN,NORDLAND,SORTLAND,68.60365,15.34815,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR356710912/attachments/51138,{9A0936FD-6F43-4DA3-9605-9E364F920F53}
DJUPVIKA,10833,23.447997,70.562184,8540692,KYSTLAB AS AVD GURSKØY,1,"[2012, 8]",b,AM94569125,TRUKKET,SJØ,SALTVANN,FINNMARK,HAMMERFEST,70.562184,23.447997,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM94569125/attachments/1010,{E3CBED92-9640-4749-A675-0C2261639DF0}
DOLMA N,34018,11.676017,65.025333,8543700,AQUA KOMPETANSE AS,1,"[2009, 16]",b,AR120756939,KLARERT,SJØ,SALTVANN,TRØNDELAG,NÆRØYSUND,65.025333,11.676017,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR120756939/attachments/17859,{9B88FB76-EFDE-4E63-8232-04842C7F0176}
DRAGNES,10505,14.707267,68.583933,8539502,AKVAPLAN NIVA AS,4,"[2009, 43]",b,AM67138627,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM67138627/attachments/191,{8890423D-536F-463C-9E47-5DDB11207FF7}
DRAGNES,10505,14.707267,68.583933,8540649,AKVAPLAN NIVA AS,1,"[2012, 3]",b,AM94431619,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM94431619/attachments/944,{9381E7AC-3F92-4A75-8515-D4285316CE24}
DRAGNES,10505,14.707267,68.583933,8542188,Akvaplan Niva AS,3,"[2013, 43]",b,AR58226583,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR58226583/attachments/4553,{30641B66-3186-407C-A1ED-C1B3BCEA7F01}
DRAGNES,10505,14.707267,68.583933,8543269,Akvaplan Niva AS,1,"[2015, 16]",b,AR104636487,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR104636487/attachments/15305,{F2C84A76-5FC1-4168-BD49-555E8E074B4E}
DRAGNES,10505,14.707267,68.583933,8544822,Akvaplan Niva AS,2,"[2016, 39]",b,AR180692000,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR180692000/attachments/24432,{70625687-5C90-4115-83CD-9EC272793C16}
DRAGNES,10505,14.707267,68.583933,8545371,Akvaplan Niva AS,1,"[2017, 28]",b,AR219899959,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR219899959/attachments/29454,{9C23B077-7CE7-4C5F-85A9-FF7C1F213BE1}
DRAGNES,10505,14.707267,68.583933,8549903,Akvaplan Niva AS,1,"[2019, 17]",b,AR495233131,KLARERT,SJØ,SALTVANN,NORDLAND,HADSEL,68.583933,14.707267,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR495233131/attachments/73747,{09CC9ECF-A9EE-4817-B5D2-643E795EEAA4}
DRAGNESET,31337,6.81105000000002,62.652033,8541685,ALSCO AS,1,"[2006, 39]",b,AR51158089,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,VESTNES,62.652033,6.81105,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR51158089/attachments/2451,{BCF056C9-2054-437B-B137-3636CE3CB899}
DREVFLESA,36917,10.115183,64.210933,8545308,AQUA KOMPETANSE AS,1,"[2017, 23]",b,AR217566488,KLARERT,SJØ,SALTVANN,TRØNDELAG,ÅFJORD,64.210933,10.115183,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR217566488/attachments/28875,{33985127-D082-47C9-BB93-0B6AECAFF0BD}
DREVFLESA,36917,10.115183,64.210933,8546700,AQUA KOMPETANSE AS,1,"[2018, 48]",b,AR312859338,KLARERT,SJØ,SALTVANN,TRØNDELAG,ÅFJORD,64.210933,10.115183,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR312859338/attachments/43103,{17FBECE0-E1E0-4E98-B68B-1B2BD9FF7169}
DRYNA,32197,6.55680000000001,62.6444,8540883,HAVBRUKSTJENESTEN AS,1,"[2010, 42]",b,AM99937094,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.6444,6.5568,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM99937094/attachments/1244,{2BC265FF-1B0B-4F79-A400-8116ECE3648D}
DRYNA,32197,6.55680000000001,62.6444,8542850,FISKE LIV AS,1,"[2014, 37]",b,AR80093959,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.6444,6.5568,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR80093959/attachments/12912,{95212299-AE62-4981-8D40-BF8FBF0EA2B1}
DRYNA,32197,6.55680000000001,62.6444,8544499,ÅKERBLÅ AS,1,"[2016, 38]",b,AR166211058,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.6444,6.5568,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR166211058/attachments/22460,{0744C152-C901-4741-90C7-5FF68F200893}
DRYNA,32197,6.55680000000001,62.6444,8546365,ÅKERBLÅ AS,1,"[2018, 37]",b,AR284712163,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.6444,6.5568,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR284712163/attachments/39142,{9B1C0032-F69E-49E0-9E8A-ABFD4B220E2A}
DRYNA,32197,6.55680000000001,62.6444,8547128,ÅKERBLÅ AS,1,"[2019, 29]",b,AR332697906,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.6444,6.5568,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR332697906/attachments/47037,{E7C26781-6998-4687-8618-2159A4C5D03B}
DRØNO,35497,5.19203299999998,60.080767,8544982,RESIPIENTANALYSE AS,1,"[2014, 18]",b,AR194650062,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTEVOLL,60.080767,5.192033,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR194650062/attachments/25557,{4041A18D-FFE7-4368-933F-EC268B7E158E}
DRØNO,35497,5.19203299999998,60.080767,8546588,RESIPIENTANALYSE AS,2,"[2018, 51]",b,AR298657389,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTEVOLL,60.080767,5.192033,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR298657389/attachments/41361,{DEDD85F4-D9D2-434B-9CB0-E2314393FD5E}
DUESUND,11644,5.2946,60.807833,8542015,UNI RESEARCH AS,1,"[2009, 36]",b,AR53917811,KLARERT,SJØ,SALTVANN,VESTLAND,MASFJORDEN,60.807833,5.2946,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53917811/attachments/3906,{6596B7B8-21F5-4D65-83A9-477D6C56C48C}
DUESUND,11644,5.2946,60.807833,8542215,RESIPIENTANALYSE AS,1,"[2013, 49]",b,AR58816238,KLARERT,SJØ,SALTVANN,VESTLAND,MASFJORDEN,60.807833,5.2946,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR58816238/attachments/5020,{55BC0F42-BBED-467D-B70F-9E8ECB2B5135}
DUESUND,11644,5.2946,60.807833,8543881,Rådgivende Biologer AS,1,"[2015, 25]",b,AR133240991,KLARERT,SJØ,SALTVANN,VESTLAND,MASFJORDEN,60.807833,5.2946,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR133240991/attachments/18948,{2E1974FD-116F-4A28-8143-BC00CBCDA8BD}
DUESUND,11644,5.2946,60.807833,8547738,Rådgivende Biologer AS,1,"[2020, 5]",b,AR370367685,KLARERT,SJØ,SALTVANN,VESTLAND,MASFJORDEN,60.807833,5.2946,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR370367685/attachments/52726,{36CBCA9F-396F-47FF-8890-ECB9FEBE1F7E}
DUESUND,11644,5.2946,60.807833,8550332,Rådgivende Biologer AS,1,"[2018, 7]",b,AR340083231,KLARERT,SJØ,SALTVANN,VESTLAND,MASFJORDEN,60.807833,5.2946,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR340083231/attachments/48971,{1258ED3C-9B37-4DD3-BC9C-180A4792A6F1}
DURMÅLSVIKA,35237,18.147733,69.4328,8544776,PAULSEN YNGVE KONSULT AS,2,"[2016, 50]",b,AR176970153,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR176970153/attachments/24192,{4FE1AC16-6B61-4FD4-9933-3861382DE0C0}
DURMÅLSVIKA,35237,18.147733,69.4328,8544777,PAULSEN YNGVE KONSULT AS,1,"[2016, 27]",b,AR177014838,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR177014838/attachments/24193,{65AC608C-FF64-4D83-BDF7-BE64258F35AE}
DURMÅLSVIKA,35237,18.147733,69.4328,8546289,ÅKERBLÅ AS,1,"[2018, 34]",b,AR280678205,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR280678205/attachments/38175,{B4C7C81A-2DB9-4F8C-AF7D-8838C754D1EE}
DURMÅLSVIKA,35237,18.147733,69.4328,8548033,ÅKERBLÅ AS,2,"[2020, 2]",b,AR385902695,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR385902695/attachments/55712,{4E916FA8-2F9F-4851-8512-7CF974124059}
DURMÅLSVIKA,35237,18.147733,69.4328,8548034,ÅKERBLÅ AS,1,"[2019, 22]",b,AR385903849,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR385903849/attachments/55713,{C9BCB9B2-0531-4529-A9F3-C162CACB6E2C}
DURMÅLSVIKA,35237,18.147733,69.4328,8549162,ÅKERBLÅ AS,1,"[2020, 34]",b,AR390652177,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR390652177/attachments/56418,{E513B058-3022-4A2D-A747-321618AC6BCF}
DURMÅLSVIKA,35237,18.147733,69.4328,8549680,ÅKERBLÅ AS,3,"[2022, 10]",b,AR482887082,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,SENJA,69.4328,18.147733,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR482887082/attachments/71896,{3233C9A3-8F85-42F2-88DD-35D8E6FB56A1}
DYPEIDET,13412,14.776167,68.829383,8540763,AKVAPLAN NIVA AS,1,"[2012, 18]",b,AM100119210,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM100119210/attachments/1082,{75CB0931-7B85-482B-A01A-18AD209287D9}
DYPEIDET,13412,14.776167,68.829383,8545189,Akvaplan Niva AS,2,"[2017, 27]",b,AR212760882,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR212760882/attachments/27997,{93FFF6CE-22B3-4A3B-8779-B8850E4D9709}
DYPEIDET,13412,14.776167,68.829383,8545348,Akvaplan Niva AS,2,"[2017, 27]",b,AR218682277,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR218682277/attachments/27997,{75D63C8C-77CA-4E84-89D4-4B6D64199D86}
DYPEIDET,13412,14.776167,68.829383,8547650,Akvaplan Niva AS,2,"[2018, 39]",b,AR360113151,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR360113151/attachments/51621,{C0CE53D2-A16B-4B36-BFF2-C2B97B1F859A}
DYPEIDET,13412,14.776167,68.829383,8547657,Akvaplan Niva AS,1,"[2019, 18]",b,AR360457827,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR360457827/attachments/51651,{4E463B54-88C6-41C6-9FA9-A7197B353B5C}
DYPEIDET,13412,14.776167,68.829383,8548181,Akvaplan Niva AS,3,"[2020, 33]",b,AR392676904,KLARERT,SJØ,SALTVANN,NORDLAND,ØKSNES,68.829383,14.776167,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR392676904/attachments/57310,{0DE42BE1-D605-45CA-9A54-AABB1E4FEB10}
DYPINGEN,11381,16.530417,68.960867,8540946,AKVAPLAN NIVA AS,2,"[2009, 16]",b,AM102586313,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM102586313/attachments/1334,{A1C04400-19C9-4B1D-939F-DE109648F8FB}
DYPINGEN,11381,16.530417,68.960867,8541187,AKVAPLAN NIVA AS,3,"[2012, 44]",b,AM104229750,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104229750/attachments/1480,{99A077D9-3055-44AA-BF5B-0543AB2BAB29}
DYPINGEN,11381,16.530417,68.960867,8543266,Akvaplan Niva AS,1,"[2015, 18]",b,AR104405798,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR104405798/attachments/15252,{2F6384BC-CBC9-4BAA-988E-76013E51BB79}
DYPINGEN,11381,16.530417,68.960867,8544739,Akvaplan Niva AS,4,"[2016, 34]",b,AR171856863,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR171856863/attachments/23821,{42DFAA67-96BA-40A0-ADE3-2E8CE08C4FD7}
DYPINGEN,11381,16.530417,68.960867,8544890,Akvaplan Niva AS,2,"[2017, 2]",b,AR185003441,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR185003441/attachments/25014,{009267E7-22DE-4C3B-B3B9-863E512C4187}
DYPINGEN,11381,16.530417,68.960867,8547112,Akvaplan Niva AS,1,"[2019, 28]",b,AR332035190,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HARSTAD,68.960867,16.530417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR332035190/attachments/46802,{2F79455A-8759-45BA-9EB7-31FD4CAD48D6}
DYRHOLMEN,21415,5.85829999999999,59.285483,8541726,UNI RESEARCH AS,1,"[2011, 41]",b,AR51477476,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR51477476/attachments/2569,{7EFF3E1A-16A1-4427-A5B0-1A90061066E8}
DYRHOLMEN,21415,5.85829999999999,59.285483,8541729,FOMAS FISKEHELSE OG MILJØ AS,2,"[2009, 10]",b,AR51477931,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR51477931/attachments/2572,{18D2E017-2941-45F1-A047-265730656A83}
DYRHOLMEN,21415,5.85829999999999,59.285483,8541731,FOMAS FISKEHELSE OG MILJØ AS,1,"[2010, 17]",b,AR51478262,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR51478262/attachments/2574,{6410CEBD-4024-414D-8043-4AA22950F45B}
DYRHOLMEN,21415,5.85829999999999,59.285483,8542435,UNI RESEARCH AS,1,"[2013, 20]",b,AR69629272,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR69629272/attachments/5875,{B2CA37A0-86E7-4D5C-AC6E-63CC2F5D2909}
DYRHOLMEN,21415,5.85829999999999,59.285483,8543172,UNI RESEARCH AS,1,"[2015, 12]",b,AR101164474,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR101164474/attachments/14809,{346622D5-118C-4FAD-AE50-2924495ADDFE}
DYRHOLMEN,21415,5.85829999999999,59.285483,8545122,FOMAS FISKEHELSE OG MILJØ AS,1,"[2017, 11]",b,AR202687689,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR202687689/attachments/27022,{9BAC9806-FE60-4769-B4A2-5F8D8E8D2450}
DYRHOLMEN,21415,5.85829999999999,59.285483,8546061,FOMAS FISKEHELSE OG MILJØ AS,1,"[2018, 22]",b,AR265177487,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR265177487/attachments/34756,{C0E43FFC-9417-4524-8A86-EC7F1EEF2D30}
DYRHOLMEN,21415,5.85829999999999,59.285483,8547470,FOMAS FISKEHELSE OG MILJØ AS,1,"[2019, 48]",b,AR351875403,KLARERT,SJØ,SALTVANN,ROGALAND,STAVANGER,59.285483,5.8583,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR351875403/attachments/50523,{203E8E30-F798-40D3-A069-4CA8970F171F}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8542018,RESIPIENTANALYSE AS,2,"[2013, 1]",b,AR53915883,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53915883/attachments/3912,{68CD0D1B-954C-43CC-9AC1-60DCB169191E}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8543885,RESIPIENTANALYSE AS,1,"[2014, 51]",b,AR133236512,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR133236512/attachments/18945,{8246DBD8-AFA3-4DE3-8BAA-D0490483F987}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8544257,RESIPIENTANALYSE HAVELAND,1,"[2010, 2]",b,AR155106846,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR155106846/attachments/20877,{B865E0D3-30F4-4FA6-A5A7-6AC3A260D40D}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8546149,Rådgivende Biologer AS,1,"[2018, 14]",b,AR272677315,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR272677315/attachments/36371,{3AC395E5-7E80-4C02-AC01-C7F426CC1A38}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8547742,Rådgivende Biologer AS,2,"[2019, 31]",b,AR370379585,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR370379585/attachments/52730,{1258725E-E271-4EBD-AB47-8FBF0D8191DE}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8547758,Rådgivende Biologer AS,2,"[2017, 47]",b,AR371048864,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR371048864/attachments/52824,{DADCF431-9B23-43E0-8DCD-9B0989C74C76}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8547813,Rådgivende Biologer AS,2,"[2019, 35]",b,AR373547949,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR373547949/attachments/52730,{96E62713-3845-4381-9D4D-EF7F97651E3C}
DYRHOLMEN V,32157,5.23014999999998,59.928017,8547814,Rådgivende Biologer AS,3,"[2019, 23]",b,AR373548974,KLARERT,SJØ,SALTVANN,VESTLAND,FITJAR,59.928017,5.23015,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR373548974/attachments/53193,{FD705AE5-3973-4969-9D0C-B098E7A21248}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8542016,RESIPIENTANALYSE AS,1,"[2013, 34]",b,AR53915585,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53915585/attachments/3909,{3C108764-35F5-4C43-A201-9709F4562483}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8542438,RESIPIENTANALYSE HAVELAND,1,"[2009, 43]",b,AR69698789,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR69698789/attachments/5906,{CF22A5D0-EA95-49F7-9B06-0315288064AD}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8543886,RESIPIENTANALYSE AS,1,"[2015, 20]",b,AR133238120,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR133238120/attachments/18946,{E3D85C4A-761E-4623-B20E-7CA460F2500B}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8545501,Rådgivende Biologer AS,1,"[2016, 45]",b,AR225871077,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR225871077/attachments/30502,{F8EF228C-C2E3-4C92-809B-597E3DCA65BC}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8546734,Rådgivende Biologer AS,2,"[2018, 51]",b,AR314200419,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR314200419/attachments/43244,{BBD0B5CA-2044-4EFA-873A-669B4C75FEC1}
DYRHOLMEN Ø,32117,5.23946699999999,59.9332,8547741,Rådgivende Biologer AS,1,"[2019, 40]",b,AR370377949,TRUKKET,SJØ,SALTVANN,VESTLAND,FITJAR,59.9332,5.239467,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR370377949/attachments/52729,{C7A56D11-E79E-4D91-A923-F443479FE296}
DYRNES,12128,5.72205000000002,59.71765,8539867,RESIPIENTANALYSE Haveland,2,"[2010, 44]",b,AM80812840,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM80812840/attachments/542,{24DC6763-A045-459E-8BAF-61468AA244AD}
DYRNES,12128,5.72205000000002,59.71765,8541259,RESIPIENTANALYSE AS,1,"[2012, 36]",b,AM104613883,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104613883/attachments/1500,{E4500577-74EA-4F34-B0CA-63B9F9172F1A}
DYRNES,12128,5.72205000000002,59.71765,8542662,RESIPIENTANALYSE AS,2,"[2014, 23]",b,AR77130701,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR77130701/attachments/11327,{903CA780-9515-444D-939D-CFE53ADDE59F}
DYRNES,12128,5.72205000000002,59.71765,8543354,RESIPIENTANALYSE AS,2,"[2015, 13]",b,AR111264716,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR111264716/attachments/16101,{6760C556-E0D2-41D5-959B-83E4CA57C259}
DYRNES,12128,5.72205000000002,59.71765,8548051,RESIPIENTANALYSE AS,2,"[2016, 21]",b,AR387202251,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR387202251/attachments/55868,{A4B652D5-6869-4FD7-9A9C-96859B08614B}
DYRNES,12128,5.72205000000002,59.71765,8550513,RESIPIENTANALYSE AS,1,"[2020, 16]",b,AR374394134,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.71765,5.72205,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR374394134/attachments/53311,{A93FB890-2B12-4A74-B75F-BCC49C28B1DD}
DYRVIKHOLMAN,35697,8.67906699999997,63.47025,8546202,ÅKERBLÅ AS,1,"[2018, 26]",b,AR276436127,TRUKKET,SJØ,SALTVANN,TRØNDELAG,HITRA,63.47025,8.679067,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR276436127/attachments/37010,{DA0F103D-99BC-44F9-8617-6BDB00CC8821}
DYRVIKHOLMAN,35697,8.67906699999997,63.47025,8550226,ÅKERBLÅ AS,1,"[2019, 2]",b,AR301800431,TRUKKET,SJØ,SALTVANN,TRØNDELAG,HITRA,63.47025,8.679067,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR301800431/attachments/41632,{67110760-8202-4960-ABC1-038FBF090AED}
DYSVIK,12033,5.96761700000002,60.191017,8539788,AQUA SAFE,2,"[2010, 10]",b,AM79888213,KLARERT,SJØ,SALTVANN,VESTLAND,KVAM,60.191017,5.967617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM79888213/attachments/526,{966CD59C-33A0-4489-A80D-FE694934507F}
DYSVIK,12033,5.96761700000002,60.191017,8540269,SUB AQUA TECH AS,3,"[2011, 39]",b,AM93844641,KLARERT,SJØ,SALTVANN,VESTLAND,KVAM,60.191017,5.967617,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93844641/attachments/798,{90062D98-8DB8-410D-BE77-DB1F35C13694}
